CensusTract,State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
8041007500,Colorado,El Paso County,0,7717,2713,0,0.0,0.0,0,0,0,0,0,0,0.8,131901.0,0,0,0,0,0,0,0,0,315.0,315.0,,13.0,13.0,,7717.0,100.0,445.0,5.77,2031.0,26.32,792.0,10.26,7177.0,93.0,107.0,1.39,152.0,1.97,7.0,0.09,47.0,0.61,227.0,2.94,319.0,4.13,22.0,0.81,38.0,1.41,7646.0,99.07,441.0,5.71,2012.0,26.07,778.0,10.08,7107.0,92.1,107.0,1.39,151.0,1.96,7.0,0.09,47.0,0.61,226.0,2.93,316.0,4.1,22.0,0.8,38.0,1.4,315.0,4.09,13.0,0.16,69.0,0.9,35.0,0.46,296.0,3.84,3.0,0.04,5.0,0.07,0.0,0.0,1.0,0.02,9.0,0.12,16.0,0.2,0.0,0.0,2.0,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,517.0,2031.0,792.0,7177.0,107.0,152.0,7.0,47.0,227.0,319.0,22.0,43.0
8041007601,Colorado,El Paso County,0,6301,2117,0,17.0,0.27,0,0,0,0,0,0,1.1,109663.0,0,0,0,0,0,0,0,0,,,,,,,6237.0,98.99,162.0,2.57,1780.0,28.26,551.0,8.75,5625.0,89.27,112.0,1.78,118.0,1.87,1.0,0.02,40.0,0.63,341.0,5.42,515.0,8.17,0.0,0.0,32.0,1.5,6004.0,95.29,157.0,2.5,1712.0,27.18,531.0,8.43,5414.0,85.93,110.0,1.74,115.0,1.83,1.0,0.02,39.0,0.62,325.0,5.16,489.0,7.77,0.0,0.0,31.0,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.0,1799.0,555.0,5684.0,114.0,118.0,1.0,40.0,344.0,519.0,0.0,41.0
8041007602,Colorado,El Paso County,0,3484,1271,0,0.0,0.0,0,0,0,0,0,0,5.2,127500.0,0,0,0,0,0,0,0,0,,,,,,,3484.0,100.0,566.0,16.24,836.0,24.0,414.0,11.88,3272.0,93.92,28.0,0.8,41.0,1.18,1.0,0.03,11.0,0.32,131.0,3.76,203.0,5.83,16.0,1.27,23.0,1.84,3484.0,100.0,566.0,16.24,836.0,24.0,414.0,11.88,3272.0,93.92,28.0,0.8,41.0,1.18,1.0,0.03,11.0,0.32,131.0,3.76,203.0,5.83,16.0,1.27,23.0,1.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.0,836.0,414.0,3272.0,28.0,41.0,1.0,11.0,131.0,203.0,19.0,24.0
8041007700,Colorado,El Paso County,1,5413,2557,0,6.0,0.11,0,0,0,0,0,0,5.9,76415.0,0,1,0,1,0,0,0,0,0.0,3164.0,0.0,0.0,689.0,0.0,3164.0,58.46,689.0,12.73,603.0,11.13,428.0,7.91,2650.0,48.95,172.0,3.18,81.0,1.5,8.0,0.15,28.0,0.52,225.0,4.16,365.0,6.75,15.0,0.6,76.0,2.99,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1196.0,934.0,847.0,4602.0,261.0,125.0,9.0,39.0,377.0,573.0,69.0,149.0
8041007800,Colorado,El Paso County,1,4470,1629,0,884.0,19.78,0,0,0,0,0,0,12.2,87250.0,1,1,1,1,1,0,0,0,1234.0,2904.0,1234.0,207.0,500.0,207.0,2904.0,64.97,500.0,11.2,347.0,7.77,269.0,6.02,2532.0,56.64,98.0,2.2,110.0,2.45,1.0,0.02,16.0,0.36,148.0,3.3,287.0,6.41,37.0,2.25,41.0,2.51,1234.0,27.61,207.0,4.62,138.0,3.08,83.0,1.86,1066.0,23.85,39.0,0.88,43.0,0.97,1.0,0.02,8.0,0.17,77.0,1.71,138.0,3.08,13.0,0.77,16.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,714.0,646.0,514.0,3858.0,160.0,150.0,4.0,23.0,275.0,480.0,94.0,72.0
8041007900,Colorado,El Paso County,1,2216,1128,0,1.0,0.05,0,0,0,0,0,0,3.8,116875.0,1,1,1,1,1,0,0,0,542.0,1638.0,542.0,73.0,219.0,73.0,1638.0,73.92,219.0,9.9,175.0,7.88,659.0,29.74,1545.0,69.7,8.0,0.38,36.0,1.63,0.0,0.0,4.0,0.17,45.0,2.05,77.0,3.45,24.0,2.17,4.0,0.37,542.0,24.47,73.0,3.29,57.0,2.58,219.0,9.89,514.0,23.18,3.0,0.13,11.0,0.51,0.0,0.0,2.0,0.1,12.0,0.56,24.0,1.08,8.0,0.7,1.0,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.0,307.0,760.0,2025.0,25.0,80.0,2.0,5.0,79.0,138.0,34.0,6.0
8041008000,Colorado,El Paso County,1,3995,1873,0,0.0,0.0,0,1,0,0,0,1,14.3,53214.0,0,1,0,1,0,0,0,0,,2287.0,,,894.0,,2287.0,57.24,894.0,22.37,420.0,10.51,273.0,6.83,1905.0,47.67,116.0,2.9,50.0,1.26,1.0,0.02,27.0,0.68,188.0,4.71,331.0,8.29,80.0,4.27,147.0,7.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1726.0,749.0,434.0,3316.0,219.0,74.0,6.0,42.0,338.0,553.0,142.0,270.0
8043978100,Colorado,Fremont County,0,4385,1764,0,6.0,0.14,0,0,0,0,0,0,10.2,68229.0,0,0,0,0,0,0,0,0,103.0,103.0,,36.0,36.0,,3859.0,88.01,1227.0,27.98,781.0,17.8,632.0,14.42,3648.0,83.19,17.0,0.39,18.0,0.41,1.0,0.02,44.0,1.0,131.0,2.99,324.0,7.39,79.0,4.47,224.0,12.67,3296.0,75.17,1022.0,23.3,669.0,15.26,544.0,12.4,3109.0,70.91,16.0,0.36,15.0,0.34,1.0,0.02,41.0,0.93,114.0,2.6,259.0,5.9,70.0,3.99,190.0,10.77,103.0,2.34,36.0,0.82,14.0,0.32,21.0,0.48,99.0,2.26,0.0,0.0,2.0,0.05,0.0,0.0,0.0,0.0,1.0,0.03,2.0,0.03,3.0,0.17,6.0,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,1198.0,913.0,716.0,4154.0,17.0,18.0,1.0,48.0,147.0,359.0,70.0,220.0
8043978200,Colorado,Fremont County,1,3944,1676,0,9.0,0.23,1,1,1,0,0,1,22.7,50344.0,1,1,1,1,1,0,0,0,1705.0,2986.0,1705.0,1023.0,1624.0,1023.0,2986.0,75.71,1624.0,41.18,701.0,17.77,546.0,13.84,2781.0,70.52,14.0,0.35,7.0,0.18,1.0,0.03,36.0,0.92,146.0,3.7,428.0,10.85,75.0,4.48,337.0,20.13,1705.0,43.24,1023.0,25.93,407.0,10.33,319.0,8.09,1576.0,39.95,5.0,0.13,6.0,0.16,0.0,0.0,23.0,0.58,95.0,2.42,248.0,6.3,41.0,2.45,188.0,11.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1824.0,933.0,721.0,3666.0,22.0,10.0,3.0,50.0,193.0,562.0,108.0,466.0
8043978300,Colorado,Fremont County,1,5626,2354,0,101.0,1.8,1,1,1,0,0,1,11.2,50299.0,1,1,1,1,1,0,0,0,2125.0,4470.0,2125.0,1029.0,1862.0,1029.0,4470.0,79.45,1862.0,33.1,1125.0,20.0,906.0,16.11,4159.0,73.92,18.0,0.32,29.0,0.51,5.0,0.09,72.0,1.27,188.0,3.34,401.0,7.13,65.0,2.74,282.0,11.98,2125.0,37.77,1029.0,18.29,610.0,10.84,378.0,6.72,1975.0,35.11,12.0,0.21,5.0,0.08,3.0,0.05,47.0,0.84,83.0,1.47,213.0,3.78,43.0,1.84,127.0,5.38,8.0,0.15,2.0,0.04,2.0,0.03,1.0,0.02,8.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,1.0,0.01,0.0,0.01,1.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,2158.0,1351.0,1201.0,5253.0,22.0,39.0,5.0,78.0,229.0,491.0,69.0,369.0
8043978400,Colorado,Fremont County,1,2150,897,0,183.0,8.51,0,1,0,0,0,1,11.8,62292.0,0,1,0,1,0,0,0,0,146.0,1250.0,146.0,32.0,353.0,32.0,1250.0,58.12,353.0,16.43,230.0,10.71,263.0,12.24,1141.0,53.09,14.0,0.65,5.0,0.24,0.0,0.0,19.0,0.9,70.0,3.24,158.0,7.35,35.0,3.86,66.0,7.4,146.0,6.77,32.0,1.49,29.0,1.34,44.0,2.02,141.0,6.54,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.22,7.0,0.34,4.0,0.42,9.0,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,606.0,425.0,462.0,1982.0,14.0,18.0,0.0,29.0,107.0,258.0,67.0,121.0
8043978500,Colorado,Fremont County,1,5902,2437,0,343.0,5.81,1,1,1,1,1,1,14.7,64766.0,1,1,1,1,1,0,0,1,3815.0,5650.0,3815.0,1195.0,2004.0,1195.0,5650.0,95.73,2004.0,33.95,1329.0,22.51,1266.0,21.45,5275.0,89.37,32.0,0.54,16.0,0.28,2.0,0.03,96.0,1.63,228.0,3.87,445.0,7.54,127.0,5.23,299.0,12.26,3815.0,64.64,1195.0,20.24,989.0,16.76,704.0,11.93,3532.0,59.85,26.0,0.44,11.0,0.19,1.0,0.02,76.0,1.29,169.0,2.86,324.0,5.48,106.0,4.34,192.0,7.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1761.0,1351.0,1413.0,5511.0,36.0,19.0,2.0,98.0,236.0,459.0,142.0,322.0
8043978600,Colorado,Fremont County,1,3101,1469,0,8.0,0.26,0,1,0,1,1,1,31.3,45625.0,0,1,0,1,0,0,0,1,0.0,1749.0,0.0,0.0,887.0,0.0,1749.0,56.4,887.0,28.6,388.0,12.5,234.0,7.55,1640.0,52.87,6.0,0.18,3.0,0.11,1.0,0.03,23.0,0.75,76.0,2.45,140.0,4.5,102.0,6.97,178.0,12.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1635.0,663.0,468.0,2883.0,15.0,20.0,2.0,44.0,137.0,232.0,263.0,385.0
8043978800,Colorado,Fremont County,1,2490,1145,0,0.0,0.0,1,1,1,0,0,1,16.6,59808.0,1,1,1,1,1,0,0,0,991.0,2448.0,991.0,401.0,833.0,401.0,2448.0,98.3,833.0,33.45,488.0,19.6,510.0,20.47,2288.0,91.89,2.0,0.06,15.0,0.59,0.0,0.0,44.0,1.78,99.0,3.98,219.0,8.8,25.0,2.18,147.0,12.86,991.0,39.82,401.0,16.11,194.0,7.8,219.0,8.81,941.0,37.79,0.0,0.0,5.0,0.19,0.0,0.0,11.0,0.43,35.0,1.41,72.0,2.88,0.0,0.03,61.0,5.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,819.0,497.0,516.0,2328.0,2.0,15.0,0.0,45.0,100.0,220.0,27.0,166.0
8043979000,Colorado,Fremont County,0,3462,1649,0,0.0,0.0,1,1,0,0,0,1,14.8,59330.0,1,1,0,0,0,1,0,0,2990.0,2990.0,181.0,1210.0,1210.0,70.0,3462.0,100.0,1380.0,39.85,460.0,13.29,849.0,24.52,3298.0,95.26,9.0,0.26,15.0,0.43,0.0,0.0,47.0,1.36,93.0,2.69,122.0,3.52,48.0,2.91,65.0,3.97,3462.0,100.0,1380.0,39.85,460.0,13.29,849.0,24.52,3298.0,95.26,9.0,0.26,15.0,0.43,0.0,0.0,47.0,1.36,93.0,2.69,122.0,3.52,48.0,2.91,65.0,3.97,2990.0,86.36,1210.0,34.96,391.0,11.29,764.0,22.07,2844.0,82.16,7.0,0.2,13.0,0.37,0.0,0.0,44.0,1.27,82.0,2.36,100.0,2.89,42.0,2.56,57.0,3.45,181.0,5.22,70.0,2.03,28.0,0.82,44.0,1.26,173.0,4.98,0.0,0.0,0.0,0.01,0.0,0.0,2.0,0.07,6.0,0.16,3.0,0.09,5.0,0.0,3.0,0.2,1412.0,460.0,849.0,3298.0,9.0,15.0,0.0,47.0,93.0,122.0,48.0,67.0
8043979100,Colorado,Fremont County,1,3342,1450,0,17.0,0.51,1,1,1,1,1,1,13.0,67109.0,1,1,1,1,1,0,0,1,3085.0,3342.0,3085.0,1058.0,1146.0,1058.0,3342.0,100.0,1146.0,34.29,656.0,19.63,822.0,24.6,3153.0,94.34,4.0,0.12,7.0,0.21,4.0,0.12,27.0,0.81,147.0,4.4,248.0,7.42,105.0,7.26,230.0,15.87,3085.0,92.31,1058.0,31.65,612.0,18.31,749.0,22.4,2915.0,87.21,4.0,0.12,6.0,0.17,4.0,0.12,25.0,0.76,132.0,3.94,221.0,6.61,90.0,6.19,211.0,14.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1073.0,656.0,822.0,3153.0,4.0,7.0,4.0,27.0,147.0,248.0,114.0,232.0
8043979200,Colorado,Fremont County,1,1754,715,0,0.0,0.0,0,0,0,0,0,0,5.9,95046.0,1,1,1,1,1,0,0,0,1754.0,1754.0,1754.0,282.0,282.0,282.0,1754.0,100.0,282.0,16.08,352.0,20.07,409.0,23.32,1690.0,96.35,8.0,0.46,9.0,0.51,0.0,0.0,17.0,0.97,30.0,1.71,95.0,5.42,8.0,1.12,15.0,2.13,1754.0,100.0,282.0,16.08,352.0,20.07,409.0,23.32,1690.0,96.35,8.0,0.46,9.0,0.51,0.0,0.0,17.0,0.97,30.0,1.71,95.0,5.42,8.0,1.12,15.0,2.13,117.0,6.66,42.0,2.38,19.0,1.06,28.0,1.57,112.0,6.4,0.0,0.0,0.0,0.02,0.0,0.0,1.0,0.06,3.0,0.19,8.0,0.43,0.0,0.0,1.0,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,266.0,352.0,409.0,1690.0,8.0,9.0,0.0,17.0,30.0,95.0,9.0,16.0
8043979400,Colorado,Fremont County,0,2722,1026,0,91.0,3.34,0,0,0,0,0,1,10.8,54863.0,0,0,0,0,0,0,0,0,16.0,16.0,,5.0,5.0,,2722.0,100.0,867.0,31.84,608.0,22.34,518.0,19.03,2542.0,93.39,9.0,0.33,29.0,1.07,4.0,0.15,19.0,0.7,119.0,4.37,230.0,8.45,19.0,1.83,108.0,10.55,2640.0,96.99,840.0,30.88,580.0,21.31,514.0,18.87,2473.0,90.84,8.0,0.28,20.0,0.74,4.0,0.15,19.0,0.7,117.0,4.28,221.0,8.11,18.0,1.78,105.0,10.26,16.0,0.57,5.0,0.18,1.0,0.04,1.0,0.04,15.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,1.0,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,772.0,608.0,518.0,2542.0,9.0,29.0,4.0,19.0,119.0,230.0,20.0,115.0
8043980100,Colorado,Fremont County,1,945,0,1,945.0,100.0,0,0,0,0,0,0,0.0,,1,1,1,1,1,0,0,0,439.0,945.0,439.0,0.0,0.0,0.0,945.0,100.0,0.0,0.0,1.0,0.11,35.0,3.7,704.0,74.5,205.0,21.69,8.0,0.85,0.0,0.0,26.0,2.75,2.0,0.21,248.0,26.24,0.0,0.0,0.0,0.0,439.0,46.48,0.0,0.0,0.0,0.05,16.0,1.72,327.0,34.62,95.0,10.08,4.0,0.39,0.0,0.0,12.0,1.28,1.0,0.1,115.0,12.2,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,1.0,35.0,704.0,205.0,8.0,0.0,26.0,2.0,248.0,0.0,0.0
8043980200,Colorado,Fremont County,1,3085,0,1,3085.0,100.0,0,0,0,0,0,0,0.0,,1,1,1,1,1,0,0,0,3085.0,3085.0,3085.0,0.0,0.0,0.0,3085.0,100.0,0.0,0.0,0.0,0.0,62.0,2.01,1969.0,63.82,886.0,28.72,42.0,1.36,0.0,0.0,187.0,6.06,1.0,0.03,842.0,27.29,0.0,0.0,0.0,0.0,3085.0,100.0,0.0,0.0,0.0,0.0,62.0,2.01,1969.0,63.82,886.0,28.72,42.0,1.36,0.0,0.0,187.0,6.06,1.0,0.03,842.0,27.29,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,62.0,1969.0,886.0,42.0,0.0,187.0,1.0,842.0,0.0,0.0
8043980300,Colorado,Fremont County,1,3916,0,1,3916.0,100.0,0,0,0,0,0,0,0.0,,1,1,1,1,1,0,0,0,3916.0,3916.0,3916.0,0.0,0.0,0.0,3916.0,100.0,0.0,0.0,1.0,0.03,52.0,1.33,3092.0,78.96,594.0,15.17,33.0,0.84,1.0,0.03,95.0,2.43,101.0,2.58,1404.0,35.85,0.0,0.0,0.0,0.0,3916.0,100.0,0.0,0.0,1.0,0.03,52.0,1.33,3092.0,78.96,594.0,15.17,33.0,0.84,1.0,0.03,95.0,2.43,101.0,2.58,1404.0,35.85,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,1.0,52.0,3092.0,594.0,33.0,1.0,95.0,101.0,1404.0,0.0,0.0
8045951600,Colorado,Garfield County,0,3912,1425,0,6.0,0.15,0,0,0,0,0,0,13.1,84483.0,0,0,0,0,0,0,0,0,65.0,65.0,13.0,10.0,10.0,2.0,3386.0,86.56,725.0,18.55,893.0,22.84,277.0,7.09,2754.0,70.39,28.0,0.71,25.0,0.63,4.0,0.1,14.0,0.36,562.0,14.38,1122.0,28.69,25.0,1.77,118.0,8.31,1854.0,47.39,245.0,6.27,491.0,12.54,158.0,4.04,1566.0,40.04,13.0,0.34,14.0,0.36,1.0,0.03,9.0,0.23,250.0,6.4,548.0,14.0,4.0,0.26,63.0,4.42,65.0,1.65,10.0,0.25,9.0,0.23,6.0,0.15,61.0,1.55,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03,3.0,0.08,12.0,0.31,0.0,0.0,3.0,0.2,13.0,0.33,2.0,0.05,1.0,0.03,1.0,0.03,13.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05,1174.0,1022.0,303.0,3157.0,33.0,30.0,4.0,15.0,673.0,1376.0,40.0,132.0
8045951701,Colorado,Garfield County,1,4136,1549,0,0.0,0.0,0,0,0,0,0,0,4.2,94006.0,1,1,1,1,1,0,0,0,705.0,2089.0,705.0,111.0,303.0,111.0,2089.0,50.51,303.0,7.33,549.0,13.28,122.0,2.94,1781.0,43.06,7.0,0.17,20.0,0.5,5.0,0.12,30.0,0.72,247.0,5.96,478.0,11.55,8.0,0.49,48.0,3.07,705.0,17.05,111.0,2.67,208.0,5.04,36.0,0.86,566.0,13.68,2.0,0.06,13.0,0.31,3.0,0.08,10.0,0.24,111.0,2.69,192.0,4.64,2.0,0.11,15.0,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,618.0,1064.0,264.0,3367.0,42.0,38.0,6.0,59.0,624.0,1306.0,18.0,98.0
8045951702,Colorado,Garfield County,1,3526,1492,0,177.0,5.02,0,0,0,0,0,0,8.8,79276.0,0,1,0,1,0,0,0,0,50.0,792.0,50.0,8.0,212.0,8.0,792.0,22.45,212.0,6.01,134.0,3.8,112.0,3.19,657.0,18.64,18.0,0.5,4.0,0.12,1.0,0.03,7.0,0.2,104.0,2.95,246.0,6.97,16.0,1.07,41.0,2.75,50.0,1.42,8.0,0.23,7.0,0.21,3.0,0.09,42.0,1.2,1.0,0.01,0.0,0.0,0.0,0.0,2.0,0.06,5.0,0.14,10.0,0.29,0.0,0.0,2.0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,962.0,694.0,394.0,2929.0,53.0,25.0,2.0,35.0,482.0,961.0,82.0,189.0
8045951802,Colorado,Garfield County,0,3564,1291,0,8.0,0.22,0,0,0,0,0,0,2.3,95572.0,0,0,0,0,0,0,0,0,4.0,4.0,,2.0,2.0,,3564.0,100.0,857.0,24.06,936.0,26.26,315.0,8.84,2971.0,83.36,5.0,0.14,25.0,0.7,4.0,0.11,28.0,0.79,531.0,14.9,788.0,22.11,7.0,0.54,14.0,1.12,3544.0,99.43,856.0,24.03,932.0,26.15,315.0,8.83,2958.0,82.98,5.0,0.14,25.0,0.7,4.0,0.11,28.0,0.78,524.0,14.71,777.0,21.81,7.0,0.54,14.0,1.11,4.0,0.1,2.0,0.06,1.0,0.03,0.0,0.01,4.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1062.0,936.0,315.0,2971.0,5.0,25.0,4.0,28.0,531.0,788.0,7.0,16.0
8045951803,Colorado,Garfield County,0,5934,2024,0,284.0,4.79,0,0,0,0,0,0,6.9,99185.0,0,0,0,0,0,0,0,0,,,,,,,3863.0,65.1,884.0,14.9,875.0,14.75,347.0,5.85,3153.0,53.14,35.0,0.59,28.0,0.47,3.0,0.05,9.0,0.16,635.0,10.7,1185.0,19.96,46.0,2.28,17.0,0.84,2300.0,38.76,382.0,6.44,492.0,8.28,186.0,3.14,1955.0,32.95,11.0,0.19,20.0,0.33,3.0,0.04,3.0,0.05,308.0,5.19,570.0,9.61,38.0,1.87,10.0,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1194.0,1423.0,423.0,4573.0,48.0,39.0,7.0,38.0,1229.0,2171.0,68.0,25.0
8045951804,Colorado,Garfield County,1,4202,1573,0,79.0,1.88,0,0,0,0,0,0,14.2,93750.0,1,1,1,1,1,0,0,0,1510.0,2772.0,1510.0,448.0,733.0,448.0,2772.0,65.97,733.0,17.45,644.0,15.34,338.0,8.04,2353.0,55.99,22.0,0.52,29.0,0.69,1.0,0.02,20.0,0.49,347.0,8.26,615.0,14.63,10.0,0.66,39.0,2.47,1510.0,35.94,448.0,10.66,313.0,7.46,200.0,4.76,1392.0,33.12,14.0,0.33,17.0,0.41,1.0,0.02,10.0,0.24,77.0,1.82,136.0,3.25,5.0,0.32,23.0,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1112.0,1012.0,456.0,3405.0,47.0,49.0,1.0,41.0,659.0,1159.0,16.0,63.0
8045951901,Colorado,Garfield County,0,4741,1686,0,0.0,0.0,0,0,0,0,0,0,8.0,69848.0,0,0,0,0,0,0,0,0,108.0,108.0,,30.0,30.0,,4741.0,100.0,1488.0,31.39,1343.0,28.33,381.0,8.04,4068.0,85.8,13.0,0.27,22.0,0.46,3.0,0.06,38.0,0.8,597.0,12.59,1101.0,23.22,57.0,3.37,111.0,6.59,4741.0,100.0,1488.0,31.39,1343.0,28.33,381.0,8.04,4068.0,85.8,13.0,0.27,22.0,0.46,3.0,0.06,38.0,0.8,597.0,12.59,1101.0,23.22,57.0,3.37,111.0,6.59,108.0,2.28,30.0,0.63,20.0,0.41,20.0,0.43,105.0,2.22,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.06,10.0,0.21,0.0,0.0,3.0,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,1545.0,1343.0,381.0,4068.0,13.0,22.0,3.0,38.0,597.0,1101.0,61.0,118.0
8045951902,Colorado,Garfield County,1,7097,2519,0,2.0,0.03,0,0,0,0,0,0,6.8,92037.0,1,1,1,1,1,0,0,0,5289.0,6337.0,5289.0,1327.0,1545.0,1327.0,6337.0,89.3,1545.0,21.76,1863.0,26.25,392.0,5.52,5471.0,77.09,28.0,0.4,42.0,0.59,1.0,0.01,64.0,0.91,731.0,10.3,1550.0,21.83,0.0,0.0,29.0,1.15,5289.0,74.53,1327.0,18.69,1567.0,22.08,326.0,4.59,4573.0,64.44,18.0,0.25,33.0,0.47,1.0,0.01,55.0,0.78,609.0,8.58,1256.0,17.7,0.0,0.0,24.0,0.96,25.0,0.36,6.0,0.09,3.0,0.04,2.0,0.03,25.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,1723.0,2098.0,414.0,6069.0,42.0,47.0,1.0,81.0,857.0,1816.0,0.0,32.0
